,Modelo,Motorizacion,Categoria,MTMA_Kg,Consumo_electrico_kWh/10km,Potencia_electrica_kW,Autonomia_electrica_km,Capacidad_bateria_kWh,Consumo Mínimo,Consumo Máximo,Emisiones Mínimo,Emisiones Máximo
607,Fiat eDucato Panorama 35 L2H2,Eléctricos puros,N1,3500.0,33.6,90.0,162.0,47.0,0.0,0.0,0.0,0.0
609,Fiat FIAT 600 BEV Nuevo Fiat 600 BEV La prima 54kwh 115kw (156cv),Eléctricos puros,M1,1520.0,15.2,115.0,406.0,54.0,0.0,0.0,0.0,0.0
610,Fiat FIAT 600 BEV Nuevo Fiat 600 BEV RED 54kwh 115kw (156cv),Eléctricos puros,M1,1520.0,15.1,115.0,409.0,54.0,0.0,0.0,0.0,0.0
611,Fiat Scudo Nuevo Scudo Doble Cabina Fija L2-Electric  Motor 100 kW + Batería 75 kWh,Eléctricos puros,N1,3100.0,24.5,100.0,341.0,75.0,0.0,0.0,0.0,0.0
612,Fiat Scudo Nuevo Scudo Furgón-Electric L2 Motor 100 kW + Batería 50 kWh,Eléctricos puros,N1,2846.0,23.6,100.0,223.0,50.0,0.0,0.0,0.0,0.0
613,Fiat Scudo Nuevo Scudo Furgón-Electric L2 Motor 100 kW + Batería 75 kWh,Eléctricos puros,N1,3021.0,23.7,100.0,352.0,75.0,0.0,0.0,0.0,0.0
614,Fiat Scudo Nuevo Scudo Furgón-Electric L3 Motor 100 kW + Batería 50 kWh,Eléctricos puros,N1,2867.0,23.8,100.0,221.0,50.0,0.0,0.0,0.0,0.0
615,Fiat Scudo Nuevo Scudo Furgón-Electric L3 Motor 100 kW + Batería 75 kWh,Eléctricos puros,N1,3053.0,24.0,100.0,348.0,75.0,0.0,0.0,0.0,0.0
616,Fiat Scudo Scudo Combi L2 BEV 100 kW 50 kWh,Eléctricos puros,N1,2875.0,23.2,100.0,231.0,50.0,0.0,0.0,0.0,0.0
617,Fiat Scudo Scudo Combi L2 BEV 100 kW 75 kWh,Eléctricos puros,N1,3027.0,24.4,100.0,329.0,75.0,0.0,0.0,0.0,0.0
618,Fiat Scudo Scudo Furgón L2 BEV 100 kW 50 kWh,Eléctricos puros,N1,2875.0,23.2,100.0,231.0,50.0,0.0,0.0,0.0,0.0
619,Fiat Scudo Scudo Furgón L2 BEV 100 kW 75 kWh,Eléctricos puros,N1,3027.0,24.4,100.0,329.0,75.0,0.0,0.0,0.0,0.0
620,Fiat Scudo Scudo Furgón L3 BEV 100 kW 50 kWh,Eléctricos puros,N1,2905.0,23.2,100.0,231.0,50.0,0.0,0.0,0.0,0.0
621,Fiat Scudo Scudo Furgón L3 BEV 100 kW 75 kWh,Eléctricos puros,N1,3055.0,24.4,100.0,329.0,75.0,0.0,0.0,0.0,0.0
622,Ford E-Transit (03.2023) Chasis (completo) batalla extralarga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,34.5,135.0,240.0,75.7,0.0,0.0,0.0,0.0
623,Ford E-Transit (03.2023) Chasis (completo) batalla extralarga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,34.5,135.0,240.0,75.7,0.0,0.0,0.0,0.0
624,Ford E-Transit (03.2023) Chasis (completo) batalla extralarga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,34.5,198.0,240.0,75.7,0.0,0.0,0.0,0.0
625,Ford E-Transit (03.2023) Chasis (completo) batalla extralarga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,34.5,198.0,240.0,75.7,0.0,0.0,0.0,0.0
626,Ford E-Transit (03.2023) Chasis (completo) batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,34.5,135.0,240.0,75.7,0.0,0.0,0.0,0.0
627,Ford E-Transit (03.2023) Chasis (completo) batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,34.5,135.0,240.0,75.7,0.0,0.0,0.0,0.0
628,Ford E-Transit (03.2023) Chasis (completo) batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,34.5,198.0,240.0,75.7,0.0,0.0,0.0,0.0
629,Ford E-Transit (03.2023) Chasis (completo) batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,34.5,198.0,240.0,75.7,0.0,0.0,0.0,0.0
630,Ford E-Transit (03.2023) Chasis (incompleto) batalla extralarga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,32.2,135.0,252.0,75.7,0.0,0.0,0.0,0.0
631,Ford E-Transit (03.2023) Chasis (incompleto) batalla extralarga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,32.2,135.0,252.0,75.7,0.0,0.0,0.0,0.0
632,Ford E-Transit (03.2023) Chasis (incompleto) batalla extralarga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,32.2,198.0,252.0,75.7,0.0,0.0,0.0,0.0
633,Ford E-Transit (03.2023) Chasis (incompleto) batalla extralarga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,32.2,198.0,252.0,75.7,0.0,0.0,0.0,0.0
634,Ford E-Transit (03.2023) Chasis (incompleto) batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,32.2,135.0,252.0,75.7,0.0,0.0,0.0,0.0
635,Ford E-Transit (03.2023) Chasis (incompleto) batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,32.2,135.0,252.0,75.7,0.0,0.0,0.0,0.0
636,Ford E-Transit (03.2023) Chasis (incompleto) batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,32.2,198.0,252.0,75.7,0.0,0.0,0.0,0.0
637,Ford E-Transit (03.2023) Chasis (incompleto) batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,32.2,198.0,252.0,75.7,0.0,0.0,0.0,0.0
638,Ford E-Transit (03.2023) Van batalla extralarga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,29.7,135.0,277.0,75.7,0.0,0.0,0.0,0.0
639,Ford E-Transit (03.2023) Van batalla extralarga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,29.7,135.0,277.0,75.7,0.0,0.0,0.0,0.0
640,Ford E-Transit (03.2023) Van batalla extralarga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,29.7,198.0,277.0,75.7,0.0,0.0,0.0,0.0
641,Ford E-Transit (03.2023) Van batalla extralarga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,29.7,198.0,277.0,75.7,0.0,0.0,0.0,0.0
642,Ford E-Transit (03.2023) Van batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,29.7,135.0,277.0,75.7,0.0,0.0,0.0,0.0
643,Ford E-Transit (03.2023) Van batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,29.7,135.0,277.0,75.7,0.0,0.0,0.0,0.0
644,Ford E-Transit (03.2023) Van batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,29.7,198.0,277.0,75.7,0.0,0.0,0.0,0.0
645,Ford E-Transit (03.2023) Van batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,29.7,198.0,277.0,75.7,0.0,0.0,0.0,0.0
646,Ford E-Transit (03.2023) Van batalla media BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,29.7,135.0,277.0,75.7,0.0,0.0,0.0,0.0
647,Ford E-Transit (03.2023) Van batalla media BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,29.7,135.0,277.0,75.7,0.0,0.0,0.0,0.0
648,Ford E-Transit (03.2023) Van batalla media BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,29.7,198.0,277.0,75.7,0.0,0.0,0.0,0.0
649,Ford E-Transit (03.2023) Van batalla media BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,29.7,198.0,277.0,75.7,0.0,0.0,0.0,0.0
650,Ford E-Transit (03.2023) Van Doble Cabina batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,28.3,135.0,293.0,75.7,0.0,0.0,0.0,0.0
651,Ford E-Transit (03.2023) Van Doble Cabina batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,28.3,198.0,293.0,75.7,0.0,0.0,0.0,0.0
652,Ford E-Transit (03.2024) Chasis (completo) batalla extralarga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,34.5,135.0,240.0,75.7,0.0,0.0,0.0,0.0
653,Ford E-Transit (03.2024) Chasis (completo) batalla extralarga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,34.5,135.0,240.0,75.7,0.0,0.0,0.0,0.0
654,Ford E-Transit (03.2024) Chasis (completo) batalla extralarga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,34.5,198.0,240.0,75.7,0.0,0.0,0.0,0.0
655,Ford E-Transit (03.2024) Chasis (completo) batalla extralarga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,34.5,198.0,240.0,75.7,0.0,0.0,0.0,0.0
656,Ford E-Transit (03.2024) Chasis (completo) batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,34.5,135.0,240.0,75.7,0.0,0.0,0.0,0.0
657,Ford E-Transit (03.2024) Chasis (completo) batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,34.5,135.0,240.0,75.7,0.0,0.0,0.0,0.0
658,Ford E-Transit (03.2024) Chasis (completo) batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,34.5,198.0,240.0,75.7,0.0,0.0,0.0,0.0
659,Ford E-Transit (03.2024) Chasis (completo) batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,34.5,198.0,240.0,75.7,0.0,0.0,0.0,0.0
660,Ford E-Transit (03.2024) Chasis (incompleto) batalla extralarga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,32.2,135.0,252.0,75.7,0.0,0.0,0.0,0.0
661,Ford E-Transit (03.2024) Chasis (incompleto) batalla extralarga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,32.2,135.0,252.0,75.7,0.0,0.0,0.0,0.0
662,Ford E-Transit (03.2024) Chasis (incompleto) batalla extralarga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,32.2,198.0,252.0,75.7,0.0,0.0,0.0,0.0
663,Ford E-Transit (03.2024) Chasis (incompleto) batalla extralarga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,32.2,198.0,252.0,75.7,0.0,0.0,0.0,0.0
664,Ford E-Transit (03.2024) Chasis (incompleto) batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,32.2,135.0,252.0,75.7,0.0,0.0,0.0,0.0
665,Ford E-Transit (03.2024) Chasis (incompleto) batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,32.2,135.0,252.0,75.7,0.0,0.0,0.0,0.0
666,Ford E-Transit (03.2024) Chasis (incompleto) batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,32.2,198.0,252.0,75.7,0.0,0.0,0.0,0.0
667,Ford E-Transit (03.2024) Chasis (incompleto) batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,32.2,198.0,252.0,75.7,0.0,0.0,0.0,0.0
668,Ford E-Transit (03.2024) Van batalla extralarga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,29.7,135.0,277.0,75.7,0.0,0.0,0.0,0.0
669,Ford E-Transit (03.2024) Van batalla extralarga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,29.7,135.0,277.0,75.7,0.0,0.0,0.0,0.0
670,Ford E-Transit (03.2024) Van batalla extralarga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,29.7,198.0,277.0,75.7,0.0,0.0,0.0,0.0
671,Ford E-Transit (03.2024) Van batalla extralarga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,29.7,198.0,277.0,75.7,0.0,0.0,0.0,0.0
672,Ford E-Transit (03.2024) Van batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,29.7,135.0,277.0,75.7,0.0,0.0,0.0,0.0
673,Ford E-Transit (03.2024) Van batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,29.7,135.0,277.0,75.7,0.0,0.0,0.0,0.0
674,Ford E-Transit (03.2024) Van batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,29.7,198.0,277.0,75.7,0.0,0.0,0.0,0.0
675,Ford E-Transit (03.2024) Van batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,29.7,198.0,277.0,75.7,0.0,0.0,0.0,0.0
676,Ford E-Transit (03.2024) Van batalla media BEV 75kWh (68kWh útil) 184CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,29.7,135.0,277.0,75.7,0.0,0.0,0.0,0.0
677,Ford E-Transit (03.2024) Van batalla media BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,29.7,135.0,277.0,75.7,0.0,0.0,0.0,0.0
678,Ford E-Transit (03.2024) Van batalla media BEV 75kWh (68kWh útil) 269CV Aut. Trend (N1),Eléctricos puros,N1,3500.0,29.7,198.0,277.0,75.7,0.0,0.0,0.0,0.0
679,Ford E-Transit (03.2024) Van batalla media BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,29.7,198.0,277.0,75.7,0.0,0.0,0.0,0.0
680,Ford E-Transit (03.2024) Van Doble Cabina batalla larga BEV 75kWh (68kWh útil) 184CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,28.3,135.0,293.0,75.7,0.0,0.0,0.0,0.0
681,Ford E-Transit (03.2024) Van Doble Cabina batalla larga BEV 75kWh (68kWh útil) 269CV Aut. Trend (N2),Eléctricos puros,N2,4200.0,28.3,198.0,293.0,75.7,0.0,0.0,0.0,0.0
682,Ford Explorer (03.2023) SUV 3.0 PHEV 457CV Aut. Platinum/ST-Line,Híbridos enchufables,M1,3160.0,21.5,90.8,42.0,13.6,3.1,3.1,71.0,71.0
683,Ford Explorer (03.2024) SUV 3.0 PHEV 457CV Aut. Platinum/ST-Line,Híbridos enchufables,M1,3160.0,21.5,90.8,42.0,13.6,3.1,3.1,71.0,71.0
684,Ford Explorer (03.2024) SUV Eléctrico - 77 kWh Aut. Explorer RWD Rango Extendido,Eléctricos puros,M1,2740.0,13.9,89.0,602.0,88.0,0.0,0.0,0.0,0.0
685,Ford Explorer (03.2024) SUV Eléctrico - 77 kWh Aut. Premium RWD Rango Extendido,Eléctricos puros,M1,2740.0,14.7,89.0,572.0,88.0,0.0,0.0,0.0,0.0
686,Ford Explorer (03.2024) SUV Eléctrico - 79 kWh Aut. Explorer AWD Rango Extendido,Eléctricos puros,M1,2740.0,15.7,89.0,566.0,88.0,0.0,0.0,0.0,0.0
687,Ford Explorer (03.2024) SUV Eléctrico - 79 kWh Aut. Premium AWD Rango Extendido,Eléctricos puros,M1,2740.0,16.6,89.0,532.0,88.0,0.0,0.0,0.0,0.0
688,Ford Kuga (03.2024) SUV 2.5 Duratec PHEV 225CV Aut. ST-Line/ST-LineX,Híbridos enchufables,M1,2320.0,14.8,80.6,64.0,14.0,1.0,1.0,22.0,24.0
689,Ford Kuga (03.2024) SUV 2.5 Duratec PHEV 225CV Aut. Titanium,Híbridos enchufables,M1,2320.0,14.8,80.6,64.0,14.0,1.0,1.0,22.0,23.0
690,Ford Kuga MCA (03.2024) SUV 2.5 Duratec PHEV 243CV FWD Aut. ST-Line/ST-Line X/Active/ActiveX,Híbridos enchufables,M1,2320.0,16.8,63.5,64.0,14.0,0.9,1.2,20.0,27.0
691,Ford Kuga MCA (03.2024) SUV 2.5 Duratec PHEV 243CV FWD Aut. Titanium,Híbridos enchufables,M1,2320.0,16.8,63.5,64.0,14.0,0.9,0.9,20.0,21.0
692,"Ford Mustang Mach-E (03.2023) SUV Eléctrico - 75,7Kwh Aut. AWD Rango Estándar",Eléctricos puros,M1,2640.0,19.5,198.0,400.0,75.7,0.0,0.0,0.0,0.0
693,"Ford Mustang Mach-E (03.2023) SUV Eléctrico - 75,7Kwh Aut. RWD Rango Estándar",Eléctricos puros,M1,2555.0,17.2,198.0,440.0,75.7,0.0,0.0,0.0,0.0
694,"Ford Mustang Mach-E (03.2023) SUV Eléctrico - 98,8Kwh Aut. AWD Rango Extendido",Eléctricos puros,M1,2690.0,18.8,258.0,550.0,98.7,0.0,0.0,0.0,0.0
695,"Ford Mustang Mach-E (03.2023) SUV Eléctrico - 98,8Kwh Aut. GT Rango Extendido",Eléctricos puros,M1,2605.0,21.2,358.0,490.0,98.7,0.0,0.0,0.0,0.0
696,"Ford Mustang Mach-E (03.2023) SUV Eléctrico - 98,8Kwh Aut. RWD Rango Extendido",Eléctricos puros,M1,2605.0,17.3,216.0,600.0,98.7,0.0,0.0,0.0,0.0
697,"Ford Mustang Mach-E (03.2024) SUV Eléctrico - 72,6 kWh Aut. Base RWD Rango Estándar",Eléctricos puros,M1,2690.0,17.8,198.0,470.0,75.7,0.0,0.0,0.0,0.0
698,"Ford Mustang Mach-E (03.2024) SUV Eléctrico - 72,6 kWh Aut. Premium AWD Rango Estándar",Eléctricos puros,M1,2690.0,19.5,232.0,428.0,75.7,0.0,0.0,0.0,0.0
699,Ford Mustang Mach-E (03.2024) SUV Eléctrico - 91 kWh Aut. GT Rango Extendido,Eléctricos puros,M1,2690.0,21.2,358.0,490.0,98.7,0.0,0.0,0.0,0.0
700,Ford Mustang Mach-E (03.2024) SUV Eléctrico - 91 kWh Aut. Premium AWD Rango Extendido,Eléctricos puros,M1,2690.0,18.8,258.0,550.0,98.7,0.0,0.0,0.0,0.0
701,Ford Mustang Mach-E (03.2024) SUV Eléctrico - 91 kWh Aut. Premium RWD Rango Extendido,Eléctricos puros,M1,2690.0,17.3,216.0,600.0,98.7,0.0,0.0,0.0,0.0
702,"Ford Mustang Mach-E (09.2024) SUV Base Rango Estándar RWD útil 72,6 kWh (197kW) Aut.",Eléctricos puros,M1,2690.0,17.9,197.0,470.0,75.7,0.0,0.0,0.0,0.0
703,Ford Mustang Mach-E (09.2024) SUV GT 91 Rango Extendido útil 91 kWh (358) Aut.,Eléctricos puros,M1,2690.0,21.3,358.0,515.0,98.7,0.0,0.0,0.0,0.0
704,"Ford Mustang Mach-E (09.2024) SUV Premium Rango Estándar AWD útil 72,6 kWh (242kW) Aut.",Eléctricos puros,M1,2690.0,19.1,242.0,435.0,75.7,0.0,0.0,0.0,0.0
705,Ford Mustang Mach-E (09.2024) SUV Premium Rango Extendido AWD útil 91 kWh (272kW) Aut.,Eléctricos puros,M1,2690.0,18.8,272.0,550.0,98.7,0.0,0.0,0.0,0.0
706,Ford Mustang Mach-E (09.2024) SUV Premium Rango Extendido RWD útil 91 kWh (216kW) Aut.,Eléctricos puros,M1,2690.0,17.3,216.0,600.0,98.7,0.0,0.0,0.0,0.0
707,Ford Nueva Grand Tourneo Custom (03.2024) 2.5 Duratec PHEV 232CV Aut. Titanium/Active/Sport/Titanium X,Híbridos enchufables,M1,3300.0,27.0,111.7,48.0,13.6,1.7,2.1,39.0,47.0
708,Ford Nueva Grand Tourneo Custom (03.2024) BEV 160Kw (218cv) Aut. Titanium/Active/Sport/Titanium X,Eléctricos puros,M1,3300.0,25.0,85.0,298.0,83.0,0.0,0.0,0.0,0.0
709,Ford Nueva Tourneo Custom (03.2024) 2.5 Duratec PHEV 232CV Aut. Titanium/Active/Sport/Titanium X,Híbridos enchufables,M1,3300.0,27.0,111.7,48.0,13.6,1.7,2.1,39.0,47.0
710,Ford Nueva Tourneo Custom (03.2024) BEV 160Kw (218cv) Aut. Titanium/Active/Sport/Titanium X,Eléctricos puros,M1,3300.0,25.0,85.0,298.0,83.0,0.0,0.0,0.0,0.0
711,Ford Nueva Transit Custom -Kombi L1- (03.2024) 2.5 Duratec PHEV 232CV Aut. Trend/Limited,Híbridos enchufables,M1,3300.0,27.0,111.7,48.0,13.6,1.6,2.0,36.0,44.0
712,Ford Nueva Transit Custom -Kombi L1- (03.2024) BEV 100kW (136cv) Aut. Trend/Limited,Eléctricos puros,M1,3300.0,23.0,85.0,317.0,83.0,0.0,0.0,0.0,0.0
713,Ford Nueva Transit Custom -Kombi L1- (03.2024) BEV 160Kw (218cv) Aut. Trend/Limited,Eléctricos puros,M1,3300.0,24.0,85.0,305.0,83.0,0.0,0.0,0.0,0.0
714,Ford Nueva Transit Custom -Kombi L2- (03.2024) 2.5 Duratec PHEV 232CV Aut. Trend/Limited,Híbridos enchufables,M1,3300.0,27.0,111.7,48.0,13.6,1.6,2.0,36.0,44.0
715,Ford Nueva Transit Custom -Kombi L2- (03.2024) BEV 100kW (136cv) Aut. Trend/Limited,Eléctricos puros,M1,3300.0,23.0,85.0,317.0,83.0,0.0,0.0,0.0,0.0
716,Ford Nueva Transit Custom -Kombi L2- (03.2024) BEV 160Kw (218cv) Aut. Trend/Limited,Eléctricos puros,M1,3300.0,24.0,85.0,305.0,83.0,0.0,0.0,0.0,0.0
717,Ford Nueva Transit Custom -Van doble cabina L1- (03.2024) 2.5 Duratec PHEV 232CV Aut. Trend,Híbridos enchufables,N1,3300.0,27.0,111.7,48.0,13.6,1.6,2.2,37.0,50.0
719,Ford Nueva Transit Custom -Van doble cabina L1- (03.2024) 2.5 Duratec PHEV 232CV Aut. Trend,Híbridos enchufables,M1,3300.0,27.0,111.7,48.0,13.6,1.6,2.2,37.0,50.0
721,Ford Nueva Transit Custom -Van doble cabina L1- (03.2024) BEV 100kW (136cv) Aut. Trend,Eléctricos puros,N1,3300.0,23.0,85.0,322.0,83.0,0.0,0.0,0.0,0.0
722,Ford Nueva Transit Custom -Van doble cabina L2- (03.2024) 2.5 Duratec PHEV 232CV Aut. Trend,Híbridos enchufables,N1,3300.0,27.0,111.7,48.0,13.6,1.6,2.2,37.0,50.0
724,Ford Nueva Transit Custom -Van doble cabina L2- (03.2024) 2.5 Duratec PHEV 232CV Aut. Trend,Híbridos enchufables,M1,3300.0,27.0,111.7,48.0,13.6,1.6,2.2,37.0,50.0
726,Ford Nueva Transit Custom -Van doble cabina L2- (03.2024) BEV 100kW (136cv) Aut. Trend,Eléctricos puros,N1,3300.0,23.0,85.0,322.0,83.0,0.0,0.0,0.0,0.0
727,Ford Nueva Transit Custom -Van L1- (03.2024) 2.5 Duratec PHEV 232CV Aut. Sport/Trend,Híbridos enchufables,N1,3300.0,27.0,111.7,48.0,13.6,1.6,2.2,37.0,50.0
729,Ford Nueva Transit Custom -Van L1- (03.2024) 2.5 Duratec PHEV 232CV Aut. Sport/Trend,Híbridos enchufables,M1,3300.0,27.0,111.7,48.0,13.6,1.6,2.2,37.0,50.0
731,Ford Nueva Transit Custom -Van L1- (03.2024) BEV 100kW (136cv) Aut. Trend,Eléctricos puros,N1,3300.0,23.0,85.0,322.0,83.0,0.0,0.0,0.0,0.0
732,Ford Nueva Transit Custom -Van L1- (03.2024) BEV 160Kw (218cv) Aut. Trend/Sport,Eléctricos puros,N1,3300.0,24.0,85.0,313.0,83.0,0.0,0.0,0.0,0.0
733,Ford Nueva Transit Custom -Van L2- (03.2024) 2.5 Duratec PHEV 232CV Aut. Trend,Híbridos enchufables,N1,3300.0,27.0,111.7,48.0,13.6,1.6,2.2,37.0,50.0
735,Ford Nueva Transit Custom -Van L2- (03.2024) 2.5 Duratec PHEV 232CV Aut. Trend,Híbridos enchufables,M1,3300.0,27.0,111.7,48.0,13.6,1.6,2.2,37.0,50.0
737,Ford Nueva Transit Custom -Van L2- (03.2024) BEV 100kW (136cv) Aut. Trend,Eléctricos puros,N1,3300.0,23.0,85.0,322.0,83.0,0.0,0.0,0.0,0.0
738,Ford Nueva Transit Custom -Van L2- (03.2024) BEV 160Kw (218cv) Aut. Trend/Sport,Eléctricos puros,N1,3300.0,24.0,85.0,313.0,83.0,0.0,0.0,0.0,0.0
739,Ford Nuevo Kuga (03.2023) SUV 2.5 Duratec PHEV 225CV Aut. ST-Line/ST-LineX/Vignale,Híbridos enchufables,M1,2320.0,14.8,80.6,64.0,14.0,1.0,1.0,22.0,22.0
740,Ford Tourneo Connect (10.2024) 1.5 EcoBoost PHEV 150CV Aut.Trend/Titanium/Active,Híbridos enchufables,M1,2500.0,18.9,55.0,117.0,20.0,0.5,0.5,11.0,12.0
741,Ford Tourneo Connect (10.2024) Grand 1.5 EcoBoost PHEV 150CV Aut.Trend/Titanium/Active,Híbridos enchufables,M1,2500.0,18.9,55.0,117.0,20.0,0.5,0.5,11.0,12.0
742,Ford Transit Connect (10.2024) FlexCab L1 1.5 EcoBoost PHEV 150CV Aut.Active,Híbridos enchufables,N1,2500.0,19.1,55.0,116.0,20.0,0.5,0.5,11.0,12.0
743,Ford Transit Connect (10.2024) FlexCab L1 1.5 EcoBoost PHEV 150CV Aut.Trend,Híbridos enchufables,N1,2500.0,18.9,55.0,117.0,20.0,0.5,0.5,11.0,12.0
744,Ford Transit Connect (10.2024) FlexCab L2 1.5 EcoBoost PHEV 150CV Aut.Active,Híbridos enchufables,N1,2500.0,19.1,55.0,116.0,20.0,0.5,0.5,11.0,12.0
745,Ford Transit Connect (10.2024) FlexCab L2 1.5 EcoBoost PHEV 150CV Aut.Trend,Híbridos enchufables,N1,2500.0,18.9,55.0,117.0,20.0,0.5,0.5,11.0,12.0
746,Ford Transit Connect (10.2024) Van L1 1.5 EcoBoost PHEV 150CV Aut.Limited,Híbridos enchufables,N1,2500.0,19.1,55.0,142.0,20.0,0.5,0.5,11.0,11.0
747,Ford Transit Connect (10.2024) Van L1 1.5 EcoBoost PHEV 150CV Aut.Trend,Híbridos enchufables,N1,2500.0,18.9,55.0,147.0,20.0,0.5,0.5,11.0,11.0
748,Ford Transit Connect (10.2024) Van L2 1.5 EcoBoost PHEV 150CV Aut.Limited,Híbridos enchufables,N1,2500.0,19.1,55.0,142.0,20.0,0.5,0.5,11.0,11.0
